List,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
1429,MOBL,"MobileIron, Inc.",3.975,381824830,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobl
1430,FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,26.5063,381690773,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fvc
1431,NH,"NantHealth, Inc.",3.52,381320431.4,n/a,2016,Technology,EDP Services,http://www.nasdaq.com/symbol/nh
1432,BSET,"Bassett Furniture Industries, Incorporated",35.4,380029974,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/bset
1433,TTGT,"TechTarget, Inc.",13.74,379188784.4,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ttgt
1434,KNDI,"Kandi Technologies Group, Inc.",7.85,377086823.3,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
1435,PRMW,Primo Water Corporation,12.56,377059351.4,n/a,2010,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/prmw
1436,CRAI,"CRA International,Inc.",46.49,376993686.2,n/a,1998,Miscellaneous,Other Consumer Services,http://www.nasdaq.com/symbol/crai
1437,VERI,"Veritone, Inc.",23.41,376375960.5,n/a,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/veri
1438,WRLS,Pensare Acquisition Corp.,9.68,375705000,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/wrls
1439,SHLD,Sears Holdings Corporation,3.48,374495738.6,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/shld
1440,OLBK,"Old Line Bancshares, Inc.",29.79,371407361.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/olbk
1441,CSBK,Clifton Bancorp Inc.,16.82,371129397.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
1442,FBMS,"The First Bancshares, Inc.",33.15,371028093.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbms
1443,AGFS,"AgroFresh Solutions, Inc.",7.37,370986505.3,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/agfs
1444,AVDL,Avadel Pharmaceuticals plc,9.02,370636598.6,41090532,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/avdl
1445,ATAX,"America First Multifamily Investors, L.P.",6.15,370555507.2,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
1446,BREW,"Craft Brew Alliance, Inc.",19.2,370493203.2,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/brew
1447,STML,"Stemline Therapeutics, Inc.",14.65,370453187.6,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/stml
1448,NODK,"NI Holdings, Inc.",16.58,369954994.8,n/a,2017,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nodk
1449,AMSWA,"American Software, Inc.",12.26,369673842.9,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/amswa
1450,FDUS,Fidus Investment Corporation,15.09,369597559.2,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/fdus
1451,VDTH,Videocon d2h Limited,9.83,368624026.8,37499901,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/vdth
1452,IESC,"IES Holdings, Inc.",17.15,365933751.8,n/a,n/a,Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
1453,CORI,"Corium International, Inc.",10.13,365874458.7,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cori
1454,NK,"NantKwest, Inc.",4.6,365493639.4,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nk
1455,FMAO,"Farmers & Merchants Bancorp, Inc.",39.42,365292367.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fmao
1456,ARWR,"Arrowhead Pharmaceuticals, Inc.",4.87,364413723.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/arwr
1457,OBSV,ObsEva SA,9.78,363143742.4,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/obsv
1458,RING,iShares MSCI Global Gold Miners ETF,19.3,362840000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ring
1459,MLNT,"Melinta Therapeutics, Inc.",16.45,361882595.9,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mlnt
1460,RDVY,First Trust Rising Dividend Achievers ETF,30.41,361879060.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rdvy
1461,SNNA,"Sienna Biopharmaceuticals, Inc.",17.43,361501232.8,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/snna
1462,SRDX,"Surmodics, Inc.",27.55,360869625.8,n/a,1998,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/srdx
1463,ITIC,Investors Title Company,191.17,360742760.4,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
1464,OXFD,Oxford Immunotec Global PLC,14.06,360707078.5,n/a,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/oxfd
1465,CSML,IQ Chaikin U.S. Small Cap ETF,28.56,359856028.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csml
1466,GAIN,Gladstone Investment Corporation,11.04,359089501.9,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/gain
1467,CTRN,"Citi Trends, Inc.",26.03,357648764,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn
1468,LNDC,Landec Corporation,13,357587256,n/a,1996,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lndc
1469,BOOM,DMC Global Inc.,24.2,357418076.4,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
1470,ESND,Essendant Inc.,9.49,356936010.5,n/a,n/a,Consumer Services,Paper,http://www.nasdaq.com/symbol/esnd
1471,SGC,"Superior Uniform Group, Inc.",24,356703144,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/sgc
1472,BWINA,"Baldwin & Lyons, Inc.",23.59,354720636.1,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
1473,MRUS,Merus N.V.,18.25,354225327.8,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrus
1474,CCRC,"China Customer Relations Centers, Inc.",19.25,352844800,n/a,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ccrc
1475,BWINB,"Baldwin & Lyons, Inc.",23.4,351863623.8,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
1476,AGEN,Agenus Inc.,3.51,351642028.1,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/agen
1477,PFIS,Peoples Financial Services Corp. ,47.53,351555882.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pfis
1478,ARTNA,Artesian Resources Corporation,38.12,350439027.9,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/artna
1479,GNTY,"Guaranty Bancshares, Inc.",31.61,349573599.2,n/a,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/gnty
1480,BOMN,Boston Omaha Corporation,24.32,349301277.4,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/bomn
1481,FOGO,"Fogo de Chao, Inc.",12.35,348925019.3,n/a,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/fogo
1482,EGLE,Eagle Bulk Shipping Inc.,4.7,348378335,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
1483,AXTI,AXT Inc,8.95,348077528.8,n/a,1998,Technology,Semiconductors,http://www.nasdaq.com/symbol/axti
1484,ATRS,"Antares Pharma, Inc.",2.22,347817398.9,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrs
1485,WIN,"Windstream Holdings, Inc.",1.88,343860704.4,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/win
1486,PCSB,PCSB Financial Corporation,18.92,343683881.2,n/a,2017,Finance,Banks,http://www.nasdaq.com/symbol/pcsb
1487,ABLX,Ablynx NV,25.91,340573995,13144500,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ablx
1488,SIEB,Siebert Financial Corp.,15.4,340110940.4,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/sieb
1489,CDXC,ChromaDex Corporation,6.3,338921433.9,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cdxc
1490,HLIT,Harmonic Inc.,4.15,338717061.4,n/a,1995,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/hlit
1491,HCOM,"Hawaiian Telcom Holdco, Inc.",29.14,337673241.8,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/hcom
1492,CVGI,"Commercial Vehicle Group, Inc.",11.01,337547178.4,n/a,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi
1493,ARDX,"Ardelyx, Inc.",7.1,337498350.9,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ardx
1494,MCBC,Macatawa Bank Corporation,9.93,337036145.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
1495,SMMF,"Summit Financial Group, Inc.",27.05,336186651.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smmf
1496,POWL,"Powell Industries, Inc.",29.32,335087666.2,n/a,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/powl
1497,NLNK,NewLink Genetics Corporation,9,333694431,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nlnk
1498,AVEO,"AVEO Pharmaceuticals, Inc.",2.81,332483024.4,n/a,2010,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aveo
1499,SENEB,Seneca Foods Corp.,34,331827318,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/seneb
1500,DJCO,Daily Journal Corp. (S.C.),240,331379040,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
1501,VLGEA,"Village Super Market, Inc.",23,330982213,n/a,n/a,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/vlgea
1502,WNEB,"Western New England Bancorp, Inc.",10.8,330849036,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wneb
1503,WEYS,"Weyco Group, Inc.",32.38,330046263.9,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/weys
1504,MRNS,"Marinus Pharmaceuticals, Inc.",8.13,328697493.5,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns
1505,CHSCO,CHS Inc,29.02,328482458.5,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chsco
1506,PIRS,"Pieris Pharmaceuticals, Inc.",7.32,327894334.6,n/a,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/pirs
1507,ACET,Aceto Corporation,10.7,327861417.8,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/acet
1508,INBK,First Internet Bancorp,38.95,327611449.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/inbk
1509,MTEM,"Molecular Templates, Inc.",12.15,326777044.5,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtem
1510,PFM,PowerShares Dividend Achievers Portfolio,26.76,326472000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfm
1511,NEWT,Newtek Business Services Corp.,18.1,325876870.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/newt
1512,TTPH,"Tetraphase Pharmaceuticals, Inc.",6.33,325454614.2,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ttph
1513,AMNB,"American National Bankshares, Inc.",37.6,325140172,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb
1514,SMBC,"Southern Missouri Bancorp, Inc.",37.8,324753521.4,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc
1515,PSC,Principal U.S. Small-Cap Multi-Factor Index ETF,31.2748,323694211.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psc
1516,TWIN,"Twin Disc, Incorporated",27.91,323533027,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/twin
1517,AMOT,"Allied Motion Technologies, Inc.",34.18,323102480.4,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/amot
1518,PACB,"Pacific Biosciences of California, Inc.",2.77,322012439.1,n/a,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/pacb
1519,EHTH,"eHealth, Inc.",17.29,321979549.7,n/a,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
1520,NKSH,"National Bankshares, Inc.",46.25,321806297.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nksh
1521,KBWD,PowerShares KBW High Dividend Yield Financial Portfolio,23.57,321730500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kbwd
1522,DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",15.15,321470486.1,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
1523,PBPB,Potbelly Corporation,12.95,321215231.8,n/a,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/pbpb
1524,EDGE,"Edge Therapeutics, Inc.",10.4,320935680,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge
1525,CDZI,"Cadiz, Inc.",14,319228840,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cdzi
1526,MARK,"Remark Holdings, Inc.",11.68,319135758.6,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
1527,CLNE,Clean Energy Fuels Corp.,2.1,317279671.8,n/a,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/clne
1528,QABA,First Trust NASDAQ ABA Community Bank Index Fund,52.86,317160105.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qaba
1529,CATC,Cambridge Bancorp,77.49,316328748.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/catc
1530,RMTI,"Rockwell Medical, Inc.",6.1,315742344,n/a,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
1531,SPOK,"Spok Holdings, Inc.",15.8,315736819.4,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/spok
1532,CRMT,"America&#39;s Car-Mart, Inc.",44.05,314960187.1,n/a,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/crmt
1533,BLCM,"Bellicum Pharmaceuticals, Inc.",9.42,313264747,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/blcm
1534,MITK,"Mitek Systems, Inc.",9,312970833,n/a,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/mitk
1535,MBIO,"Mustang Bio, Inc.",11.89,311900132.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mbio
1536,NATH,"Nathan&#39;s Famous, Inc.",74.5,311748900.5,n/a,1993,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nath
1537,LCA,"Landcadia Holdings, Inc.",9.97,311562500,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lca
1538,GLDD,Great Lakes Dredge & Dock Corporation,5.05,311462714.3,n/a,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/gldd
1539,BSTC,BioSpecifics Technologies Corp,43.14,310143511.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/bstc
1540,SCAC,Saban Capital Acquisition Corp.,9.9225,310013430.3,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scac
1541,RNET,"RigNet, Inc.",17,309828298,n/a,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
1542,CUE,"Cue Biopharma, Inc.",15,309608835,n/a,2018,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cue
1543,TBNK,Territorial Bancorp Inc.,31.31,309358486.3,n/a,2009,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tbnk
1544,SFST,"Southern First Bancshares, Inc.",42.2,308865935.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst
1545,ABUS,Arbutus Biopharma Corporation,5.55,308313572.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abus
1546,USLV,VelocityShares 3x Long Silver ETN,12.11,307502726.9,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/uslv
1547,SBBP,Strongbridge Biopharma plc,7.7,306555048.8,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sbbp
1548,POPE,Pope Resources,70.2499,306012006.6,n/a,n/a,Consumer Non-Durables,Environmental Services,http://www.nasdaq.com/symbol/pope
1549,LMNR,Limoneira Co,21.13,304378305,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr
1550,SPIL,"Siliconware Precision Industries Company, Ltd.",8.48,303839807.7,35830166,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/spil
1551,SREV,"ServiceSource International, Inc.",3.37,303819178.8,n/a,2011,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/srev
1552,CALA,"Calithera Biosciences, Inc.",8.55,303325622.6,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cala
1553,OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V.,43.69,303307732.6,6942269,2006,Transportation,Aerospace,http://www.nasdaq.com/symbol/omab
1554,YTRA,"Yatra Online, Inc.",7.29,301301131.1,n/a,n/a,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/ytra
1555,HURC,"Hurco Companies, Inc.",45.4,300738543.8,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hurc
1556,KALA,"Kala Pharmaceuticals, Inc.",12.255,300506460.4,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kala
1557,NEOS,"Neos Therapeutics, Inc.",10.35,300118494.6,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/neos
1558,JASO,"JA Solar Holdings, Co., Ltd.",7.42,298922468.7,40286047,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
1559,TICC,TICC Capital Corp.,5.805,298837969.2,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ticc
1560,UTMD,"Utah Medical Products, Inc.",80.3,298764180,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/utmd
1561,BELFB,Bel Fuse Inc.,24.8,298436107.2,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfb
1562,TCRD,"THL Credit, Inc.",9.12,297983140.8,n/a,2010,n/a,n/a,http://www.nasdaq.com/symbol/tcrd
1563,GERN,Geron Corporation,1.87,297763492.2,n/a,1996,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gern
1564,FNLC,"First Bancorp, Inc (ME)",27.48,297538793.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnlc
1565,ISRL,"Isramco, Inc.",109.45,297451280,n/a,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
1566,KEYW,The KEYW Holding Corporation,5.94,295784289.9,n/a,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/keyw
1567,BPOPN,"Popular, Inc.",24.64,295680000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopn
1568,FNKO,"Funko, Inc.",6.12,295679458.4,n/a,2017,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/fnko
1569,COMT,iShares Commodities Select Strategy ETF,36.86,294880000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
1570,PBNC,Paragon Commercial Corporation,53.97,294700324.6,n/a,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/pbnc
1571,SENEA,Seneca Foods Corp.,30.15,294252754.1,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/senea
1572,PPH,VanEck Vectors Pharmaceutical ETF,61.35,293752266.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pph
1573,MNKD,MannKind Corporation,2.47,293610493.2,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd
1574,FFKT,Farmers Capital Bank Corporation,38.9,292366526.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffkt
1575,CZNC,Citizens & Northern Corp,23.96,292278959.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc
1576,PICO,PICO Holdings Inc.,12.55,290492628.7,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/pico
1577,PSCH,PowerShares S&P SmallCap Health Care Portfolio,100.85,287422500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psch
1578,METC,"Ramaco Resources, Inc.",7.24,286409809.8,n/a,2017,Energy,Coal Mining,http://www.nasdaq.com/symbol/metc
1579,AGYS,"Agilysys, Inc.",12.28,284926405.3,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/agys
1580,SUNS,Solar Senior Capital Ltd.,17.76,284773661.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/suns
1581,VBIV,"VBI Vaccines, Inc.",4.44,284509787.6,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vbiv
1582,FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,45.14,284382090.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fems
1583,MRCC,Monroe Capital Corporation,14.05,284371395.9,n/a,2012,n/a,n/a,http://www.nasdaq.com/symbol/mrcc
1584,FATE,"Fate Therapeutics, Inc.",6.82,284296439.9,n/a,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/fate
1585,NESR,National Energy Services Reunited Corp.,9.9,283656037.5,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/nesr
1586,FMB,First Trust Managed Municipal ETF,53.44,283232106.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fmb
1587,BFIN,BankFinancial Corporation,15.57,281029516.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
1588,BLMT,"BSB Bancorp, Inc.",28.9,280756997.5,n/a,2011,Finance,Major Banks,http://www.nasdaq.com/symbol/blmt
1589,COGT,"Cogint, Inc.",4.7,280483695.4,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cogt
1590,DSPG,"DSP Group, Inc.",12.55,280153424.1,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
1591,INDU,Industrea Acquisition Corp.,9.739,279996250,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/indu
1592,XOMA,XOMA Corporation,34.36,279830485.7,n/a,1986,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/xoma
1593,MFSF,MutualFirst Financial Inc.,37.8,279319093.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfsf
1594,AQXP,"Aquinox Pharmaceuticals, Inc.",11.89,278998017.7,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/aqxp
1595,ABCD,"Cambium Learning Group, Inc.",5.95,277685768.2,n/a,n/a,Consumer Services,Publishing,http://www.nasdaq.com/symbol/abcd
1596,ENZY          ,Enzymotec Ltd.,11.85,277622973.2,n/a,2013,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/enzy
1597,TOUR,Tuniu Corporation,7.79,277410227.5,35611069,2014,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/tour
1598,GCBC,"Greene County Bancorp, Inc.",32.5,276367455,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/gcbc
1599,PME,Pingtan Marine Enterprise Ltd.,3.49,275902135,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pme
1600,GNMK,"GenMark Diagnostics, Inc.",5.03,275619156.8,n/a,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/gnmk
1601,SLMBP,SLM Corporation,68.6999,274799600,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp
1602,CVCY,Central Valley Community Bancorp,20.19,274205659.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvcy
1603,CLLS,Cellectis S.A.,30.94,273995079.5,8855691,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/clls
1604,CBMG,"Cellular Biomedicine Group, Inc.",18,273934872,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbmg
1605,PDLB,PDL Community Bancorp,14.82,273622075,n/a,2017,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pdlb
1606,AREX,Approach Resources Inc.,3.16,273386625.8,n/a,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arex
1607,FNBG,FNB Bancorp,37.03,273286288,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnbg
1608,CHFN,Charter Financial Corp.,18.05,272886813.2,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/chfn
1609,KOPN,Kopin Corporation,3.6,271211626.8,n/a,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
1610,ROSE,Rosehill Resources Inc.,7.55,271158748.3,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rose
1611,RICK,"RCI Hospitality Holdings, Inc.",27.87,270860475.6,n/a,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
1612,RTIX,"RTI Surgical, Inc.",4.45,270704384.7,n/a,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
1613,DGII,Digi International Inc.,10.1,270641559.4,n/a,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
1614,SLP,"Simulations Plus, Inc.",15.65,270551753.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/slp
1615,WHF,"WhiteHorse Finance, Inc.",13.17,270405755.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/whf
1616,BELFA,Bel Fuse Inc.,22.4602,270279623.2,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/belfa
1617,FGM,First Trust Germany AlphaDEX Fund,53.4202,269772116.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fgm
